Database,Acc_number,Suffix,MMC_ID,Name,Restrand_Occurrence_num,Age_Class,Sex,Common_Name,Genus,Species,Strand_Date,Stranding_County,Stranding_City,Stranding_Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Admit_Weight_kg,Admit_Length_cm,Disposition_Date,Disposition,Dispo_Weight_kg,Dispo_Length_cm,CODeath_List,Diagnosis_List
Lloyd,6658,,CSL-6658,NoVacancy,,Adult,Female,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,400 yards north of the pier,35.1410,-120.6520,07/25/2005,73,148,08/05/2005,released,70,148,,domoic acid toxicity (acute)
Lloyd,6659,,CSL-6659,Busy Signal,,Adult,Female,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post #7,35.0490,-120.6390,07/25/2005,100,152,08/12/2005,released,77.5,152,,"domoic acid toxicity (acute), bad location"
Lloyd,6660,,CSL-6660,NXS,,Adult,Female,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post #7,35.0490,-120.6390,07/25/2005,93,197,08/08/2005,released,85,197,,"domoic acid toxicity (acute), bad location"
Lloyd,6661,,CSL-6661,Full House,,Adult,Female,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post #7,35.0490,-120.6380,07/25/2005,107.5,184,08/12/2005,released,86.5,184,,"domoic acid toxicity (acute), bad location"
Lloyd,6662,,CSL-6662,Hollee,,Adult,Female,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,San Simeon,Hearst Memorial State Beach,Just South of the pier,35.6380,-121.1860,07/26/2005,88.5,142,08/11/2005,euthanasia,72.5,173,"Euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (acute)
Lloyd,6664,,CSL-6664,Dr. Cardinale,,Adult,Female,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,Pismo Beach,Shell Beach,South end of Indio Drive,35.1690,-120.6970,07/26/2005,84,165,08/12/2005,euthanasia,84,164,"Euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,6665,,CSL-6665,Midramp,,Adult,Female,California Sea Lion,Zalophus,californianus,07/26/2005,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,between Grand Avenue and Pier Avenue,35.1130,-120.6380,07/26/2005,80.5,134,08/23/2005,released,68.5,160,,"domoic acid toxicity (acute), bad location"
Lloyd,6666,,CSL-6666,Spangler,,Adult,Female,California Sea Lion,Zalophus,californianus,07/26/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,between pier and volleyball courts,35.1410,-120.6520,07/26/2005,80,169,08/23/2005,released,71.5,169,,domoic acid toxicity (acute)
Lloyd,6667,,CSL-6667,Small X,,Yearling,Male,California Sea Lion,Zalophus,californianus,07/26/2005,San Luis Obispo,San Simeon,,1008 San Simeon Creek Road (private residence),35.6428,-121.1914,07/26/2005,27,92,09/19/2005,released,26.4,97,,"domoic acid toxicity, human interaction"
Lloyd,6668,,CSL-6668,Fesperanza,,Adult,Female,California Sea Lion,Zalophus,californianus,07/27/2005,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,Grand Ave ramp,35.1220,-120.6400,07/27/2005,90,162,08/17/2005,released,80.5,174,,"domoic acid toxicity (acute), bad location"
Lloyd,6669,,CSL-6669,La Fever,,Adult,Female,California Sea Lion,Zalophus,californianus,07/26/2005,San Luis Obispo,Pismo Beach,Shell Beach,west end of Seacliff Road,35.1510,-120.6810,07/27/2005,78,172,08/10/2005,released,68,172,,domoic acid toxicity (acute)
Lloyd,6671,,CSL-6671,Goosey,,Adult,Female,California Sea Lion,Zalophus,californianus,07/26/2005,San Luis Obispo,San Simeon,San Simeon State Beach,outside north entrance,35.5830,-121.1250,07/27/2005,91,182,08/23/2005,released,75.5,182,,domoic acid toxicity (acute)
Lloyd,6673,,CSL-6673,Southside (restrand),Restrand,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/03/2005,Sonoma,Sea Ranch,Walk-On Beach,"(The Sea Ranch), South end of beach off Ospry Drive",38.7363,-123.4979,09/03/2005,42,122,09/30/2005,released,40.5,121,,domoic acid toxicity (chronic)
Lloyd,6673,,CSL-6673,Southside,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/27/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,near Stinson Drive,35.1380,-120.6490,07/27/2005,48,134,08/08/2005,released,39.5,134,,domoic acid toxicity (acute)
Lloyd,6674,,CSL-6674,Roja,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/28/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 1,35.1000,-120.6370,07/28/2005,117,170,08/17/2005,released,100.5,176,,"domoic acid toxicity (acute), bad location"
Lloyd,6675,,CSL-6675,Chalula,,Adult,Female,California Sea Lion,Zalophus,californianus,07/28/2005,San Luis Obispo,Pismo Beach,Shell Beach,121 Indio Drive,35.1510,-120.6810,07/28/2005,94,198,09/27/2005,released,94,198,,domoic acid toxicity (acute)
Lloyd,6676,,CSL-6676,Costa Mesa,,Adult,Female,California Sea Lion,Zalophus,californianus,07/28/2005,San Luis Obispo,Cambria,Moonstone Beach,in front of the Castle Inn,35.5780,-121.1160,07/28/2005,76.5,154,09/26/2005,died in treatment,69,149,Domoic acid toxicity (chronic),"domoic acid toxicity (acute), domoic acid toxicity (chronic)"
Lloyd,6677,,CSL-6677,"Orange Juice


",,Adult,Male,California Sea Lion,Zalophus,californianus,07/28/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 2,35.0920,-120.6360,07/28/2005,155,182,08/17/2005,released,148,215,,"domoic acid toxicity (acute), bad location"
Lloyd,6678,,CSL-6678,Essa,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/28/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,South of lifeguard tower one near Sea Venture Hotel,35.1355,-120.6421,07/28/2005,50,126,08/08/2005,released,42.5,126,,domoic acid toxicity (acute)
Lloyd,6679,,CSL-6679,Lapdog,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/28/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 4,35.0740,-120.6360,07/28/2005,38,135,08/22/2005,released,34.5,135,,"domoic acid toxicity (acute), bad location"
Lloyd,6680,,CSL-6680,Hoeflich,,Subadult,Female,California Sea Lion,Zalophus,californianus,07/29/2005,San Luis Obispo,Cayucos,Morro Strand State Beach (North),at Yerba Buena Street,35.4031,-120.8698,07/29/2005,30.5,112,08/14/2005,released,32.5,112,,domoic acid toxicity (acute)
Lloyd,6681,,CSL-6681,Rivage,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/29/2005,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,midramp,35.1130,-120.6330,07/29/2005,45,129,08/22/2005,released,38.5,129,,"domoic acid toxicity (acute), bad location"
Lloyd,6682,,CSL-6682,Damaged,,Adult,Female,California Sea Lion,Zalophus,californianus,07/29/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 6.5,35.0530,-120.6380,07/29/2005,76,176,09/12/2005,released,76.5,176,,"domoic acid toxicity (acute), bad location"
Lloyd,6684,,CSL-6684,Roseville,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/29/2005,San Luis Obispo,San Simeon,William R. Hearst Memorial State Beach,north of the pier,35.6380,-121.1860,07/29/2005,32,111,08/15/2005,died in treatment,29,123,"renal failure, myopathy","domoic acid toxicity (acute), renal failure"
Lloyd,6685,,CSL-6685,Rimshot,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/27/2005,San Mateo,Pacifica,Sharp Park Beach,(aka Esplinade Beach) just north of the pier,37.6340,-122.4980,07/29/2005,123,202,07/31/2005,died in treatment,120,192,Leptospirosis,leptospirosis
Lloyd,6686,,CSL-6686,Tokeelus,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/30/2005,San Luis Obispo,,Chevron Beach,at Toro Creek,35.4130,-120.8790,07/30/2005,91.5,160,08/22/2005,released,81.5,160,,domoic acid toxicity (acute)
Lloyd,6687,,CSL-6687,Mirabella,,Adult,Female,California Sea Lion,Zalophus,californianus,07/30/2005,San Luis Obispo,Avila Beach,Avila State Beach,"Fossil Point, very South end, 2nd cove from main beach",35.1750,-120.7210,07/30/2005,61,140,07/31/2005,died in treatment,61,140,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6688,,CSL-6688,Ruby Tuesday,,Adult,Female,California Sea Lion,Zalophus,californianus,07/30/2005,San Luis Obispo,Cayucos,Estero Bluffs,"Mile marker 39.5, between Cayucos and Villa Creek",35.4420,-120.9460,07/30/2005,76,139,10/14/2005,released,89.6,139,,domoic acid toxicity (acute)
Lloyd,6690,,CSL-6690,Marlene,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/30/2005,San Luis Obispo,Cayucos,Cayucos Beach,~100 yards downcoast of 6th Street access,35.4370,-120.9010,07/30/2005,78,163,08/18/2005,released,72,163,,domoic acid toxicity (acute)
Lloyd,6691,,CSL-6691,Cornchip,,Subadult,Female,California Sea Lion,Zalophus,californianus,07/30/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.0570,-120.6370,07/30/2005,26.5,104,08/10/2005,released,26.5,104,,"domoic acid toxicity (acute), bad location"
Lloyd,6692,,CSL-6692,Nocoffee,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/31/2005,San Luis Obispo,Avila Beach,Port San Luis Beach,on rocks by sport fishing lift,35.1780,-120.7400,07/31/2005,32,124,08/01/2005,died in treatment,32,124,"renal failure, encephalitis","malnutrition, domoic acid toxicity (acute), renal failure, encephalitis"
Lloyd,6694,,CSL-6694,Crunch Captain,,Adult,Female,California Sea Lion,Zalophus,californianus,07/31/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,1/2 mile north of Grand Avenue,35.1260,-120.6420,07/31/2005,69.5,172,08/23/2005,released,62.5,172,,domoic acid toxicity (acute)
Lloyd,6695,,CSL-6695,Dreamboys,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/31/2005,San Luis Obispo,Pismo Beach,Shell Beach,50 feet north of Cliff Hotel,35.1510,-120.6810,07/31/2005,99,189,08/01/2005,died in treatment,99,189,"Malnutrition, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,6696,,CSL-6696,Digit,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/31/2005,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,at Pier Avenue ramp,35.1050,-120.6370,07/31/2005,38,146,08/08/2005,released,38.1,146,,"normal, domoic acid toxicity (acute), bad location"
Lloyd,6697,,CSL-6697,RockHopper,,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/01/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,downstairs and to the right below SeaCrest Resort,35.1440,-120.6560,08/01/2005,74,155,08/12/2005,released,65,155,,domoic acid toxicity (acute)
Lloyd,6698,,CSL-6698,Claudette,,Adult,Female,California Sea Lion,Zalophus,californianus,08/01/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,northside of pier,35.1380,-120.6490,08/02/2005,97,151,08/23/2005,released,87.5,151,,domoic acid toxicity (acute)
Lloyd,6700,,CSL-6700,Lulu,,Adult,Female,California Sea Lion,Zalophus,californianus,08/02/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 1.5,35.0690,-120.6360,08/02/2005,67,147,08/11/2005,euthanasia,58.5,162,"Euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Lloyd,6701,,CSL-6701,WR,,Adult,Male,California Sea Lion,Zalophus,californianus,08/03/2005,San Luis Obispo,San Simeon,Hearst Memorial State Beach,"north of pier, on lawn on Hearst property",35.6380,-121.1860,08/03/2005,201,208,08/03/2005,died in treatment,201,208,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6702,,CSL-6702,Toasty,,Adult,Female,California Sea Lion,Zalophus,californianus,08/03/2005,Santa Barbara,Guadalupe,Guadalupe-Nipomo Dunes,1/4 mile South of Main Street access,34.9680,-120.6505,08/03/2005,67,150,08/22/2005,released,67,150,,domoic acid toxicity (acute)
Lloyd,6703,,CSL-6703,Sigrid,,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/03/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.0570,-120.6370,08/03/2005,48,139,08/04/2005,died in treatment,48,139,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Lloyd,6704,,CSL-6704,Christiansen,,Subadult,Male,California Sea Lion,Zalophus,californianus,08/03/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Oso Flaco Creek,35.0310,-120.6410,08/03/2005,68,158,08/09/2005,euthanasia,67,163,"Euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Lloyd,6705,,CSL-6705,Hoff,,Adult,Female,California Sea Lion,Zalophus,californianus,08/03/2005,San Luis Obispo,Morro Bay,Morro Rock and Beach,north side of The Rock by the parking lot,35.3740,-120.8700,08/04/2005,107,185,08/04/2005,died in treatment,107,185,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6706,,CSL-6706,Winn (restrand),Restrand,Adult,Male,California Sea Lion,Zalophus,californianus,08/20/2005,Contra Costa,Port Costa,Port Costa,5 Canyon Lake Drive,38.0467,-122.1831,08/20/2005,153,223,08/22/2005,euthanasia,153,223,"Euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,6706,,CSL-6706,Winn,,Adult,Male,California Sea Lion,Zalophus,californianus,08/02/2005,San Mateo,Princeton-by-the-Sea,Pillar Point Harbor,Just West of Maverick's Beach parking lot,37.5000,-122.5040,08/04/2005,176,200,08/17/2005,released,166.5,200,,domoic acid toxicity (acute)
Lloyd,6707,,CSL-6707,Neuschwander (restrand),Restrand,Adult,Female,California Sea Lion,Zalophus,californianus,09/08/2005,Sacramento,Sacramento,,Southeast corner of intersection at Garden Highway and northgate,38.6050,-121.4750,09/09/2005,70,162,09/27/2005,euthanasia,66,162,"Euthanasia, domoic acid toxicity (chronic)","bad location, domoic acid toxicity (chronic)"
Lloyd,6707,,CSL-6707,Neuschwander,,Adult,Female,California Sea Lion,Zalophus,californianus,08/03/2005,San Luis Obispo,Avila Beach,Avila State Beach,Lifeguard tower 2,35.1720,-120.7310,08/04/2005,54,183,08/31/2005,released,80.5,185,,"leptospirosis, domoic acid toxicity (acute)"
Lloyd,6708,,CSL-6708,Cheesy,,Adult,Female,California Sea Lion,Zalophus,californianus,08/04/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,South of Oso Flaco Creek,35.0310,-120.6410,08/04/2005,57.5,157,08/08/2005,died in treatment,57.5,157,"septicemia, cystitis, drowning","domoic acid toxicity (acute), septicemia, bad location"
Lloyd,6709,,CSL-6709,Appetizer,,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/04/2005,San Luis Obispo,Avila Beach,Avila State Beach,"South of the pier, West of intersection of Front & San Luis Streets",35.1720,-120.7310,08/04/2005,51,167,08/15/2005,released,52.6,165,,domoic acid toxicity (acute)
Lloyd,6710,,CSL-6710,Nightcap (restrand),Restrand,Yearling,Female,California Sea Lion,Zalophus,californianus,09/28/2005,Monterey,Carmel,Carmel River State Beach,Stewards Cove,36.5320,-121.9270,09/28/2005,19.6,107,09/30/2005,released,19.6,107,,"bad location, domoic acid toxicity (chronic)"
Lloyd,6710,,CSL-6710,Nightcap,,Yearling,Female,California Sea Lion,Zalophus,californianus,08/05/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 5.5,35.0610,-120.6370,08/05/2005,18,107,09/26/2005,released,19.9,98,,"pneumonia, bad location"
Lloyd,6711,,CSL-6711,Wrightwood,,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/05/2005,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),Between Coister's & high school,35.3870,-120.8710,08/05/2005,37.5,126,08/21/2005,died in treatment,37.5,117,domoic acid toxicity (acute),"infection, domoic acid toxicity (acute)"
Lloyd,6713,,CSL-6713,Robbe,,Subadult,Male,California Sea Lion,Zalophus,californianus,08/06/2005,San Luis Obispo,San Simeon,Hearst Memorial State Beach,Pico Creek,35.6280,-121.1650,08/06/2005,84.5,221,08/18/2005,released,86.5,221,,domoic acid toxicity (acute)
Lloyd,6714,,CSL-6714,Double Net,,Subadult,Male,California Sea Lion,Zalophus,californianus,08/06/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,north side of Pismo Pier,35.1380,-120.6490,08/06/2005,82,166,08/22/2005,released,70.5,166,,domoic acid toxicity (acute)
Lloyd,6715,,CSL-6715,Amtrak,,Adult,Female,California Sea Lion,Zalophus,californianus,08/06/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 5,35.0660,-120.6370,08/06/2005,81,130,08/31/2005,released,67.5,130,,"domoic acid toxicity (acute), bad location"
Lloyd,6716,,CSL-6716,P.S.,,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/06/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,between Grand Avenue and the pier,35.1300,-120.6440,08/06/2005,47,117,08/31/2005,released,40.5,117,,domoic acid toxicity (acute)
Lloyd,6717,,CSL-6717,Addie,,Adult,Female,California Sea Lion,Zalophus,californianus,08/07/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,"south of pier, down from Addie Street",35.1340,-120.6460,08/07/2005,80,169,08/11/2005,euthanasia,74.5,169,"Euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,6718,,CSL-6718,Redvine,,Adult,Female,California Sea Lion,Zalophus,californianus,08/08/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,between tower 3 and 4,35.1450,-120.6480,08/08/2005,73,172,10/17/2005,died in treatment,79.5,167,domoic acid toxicity (chronic),domoic acid (seizure)
Lloyd,6719,,CSL-6719,Licorice,,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/08/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 6,35.0580,-120.6290,08/08/2005,50.5,168,08/22/2005,released,47.5,168,,"domoic acid toxicity (acute), bad location"
Lloyd,6720,,CSL-6720,Stroop,,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/08/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,north of pier and south of volleyball court,35.1440,-120.6560,08/08/2005,79.5,183,08/25/2005,released,84,159,,domoic acid toxicity (acute)
Lloyd,6722,,CSL-6722,Frog,,Adult,Female,California Sea Lion,Zalophus,californianus,08/09/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,200 yards South of Oso Flaco boardwalk,35.0310,-120.6410,08/09/2005,86.5,169,08/31/2005,released,74.5,165,,"domoic acid toxicity (acute), bad location"
Lloyd,6723,,CSL-6723,Spare,,Subadult,Male,California Sea Lion,Zalophus,californianus,08/09/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,0.8 miles north of post 8,35.0400,-120.6400,08/09/2005,103.5,180,08/23/2005,released,93.5,180,,"domoic acid toxicity (acute), bad location"
Lloyd,6725,,CSL-6725,Gidget,,Adult,Female,California Sea Lion,Zalophus,californianus,08/08/2005,San Luis Obispo,Pismo Beach,Shell Beach,Ocean Blvd. and Cuyama ,35.1510,-120.6810,08/08/2005,101,162,09/06/2005,released,73.5,162,,domoic acid toxicity (acute)
Lloyd,6726,,CSL-6726,Wimpy,,Yearling,Male,California Sea Lion,Zalophus,californianus,08/09/2005,San Luis Obispo,Cayucos,Cayucos State Beach,"off of E Street, 200 yards south of the pier",35.4410,-120.9050,08/09/2005,38.5,126,09/14/2005,released,38.1,124,,"unknown, domoic acid toxicity (acute)"
Lloyd,6727,,CSL-6727,Lima,,Adult,Female,California Sea Lion,Zalophus,californianus,08/09/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,just below Pelican Point Restaurant,35.1490,-120.6550,08/10/2005,87.5,168,09/12/2005,euthanasia,64.5,167,"Euthanasia, domoic acid toxicity (acute), Trauma","trauma, domoic acid toxicity (acute)"
Lloyd,6729,,CSL-6729,Intake,,Adult,Female,California Sea Lion,Zalophus,californianus,08/10/2005,San Luis Obispo,Avila Beach,Diablo Nuclear Power Plant,in intake bay,35.2070,-120.8550,08/10/2005,84.5,163,08/12/2005,euthanasia,84.5,163,"Euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,6730,,CSL-6730,Campfire,,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/10/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 5,35.0670,-120.6280,08/10/2005,54,131,08/31/2005,released,45.1,131,,"domoic acid toxicity (acute), bad location"
Lloyd,6731,,CSL-6731,TwoNTen (restrand),Restrand,Yearling,Female,California Sea Lion,Zalophus,californianus,11/16/2005,Marin,Stinson Beach,Stinson Beach,,37.8982,-122.6526,11/18/2005,28,112,11/22/2005,euthanasia,28,112,"Euthanasia, domoic acid toxicity (chronic)","trauma, domoic acid toxicity (chronic)"
Lloyd,6731,,CSL-6731,TwoNTen,,Yearling,Female,California Sea Lion,Zalophus,californianus,08/10/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 4 1/2,35.0700,-120.6360,08/10/2005,28.5,128,10/28/2005,released,29.1,116,,"trauma, domoic acid suspect, bad location"
Lloyd,6733,,CSL-6733,Sha-zam,,Adult,Female,California Sea Lion,Zalophus,californianus,08/11/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,1/2 mile south of Pismo Pier,35.1340,-120.6460,08/11/2005,90.5,152,08/30/2005,died in treatment,68,157,domoic acid toxicity (acute),domoic acid toxicity (acute)
